country-p,country,continent,year,media_vct,num,phase,alpha3
Azerbaijan-3,Azerbaijan,AS,2017,0,0,3,AZE
Azerbaijan-3,Azerbaijan,AS,2018,0,0,3,AZE
Azerbaijan-3,Azerbaijan,AS,2019,0,0,3,AZE
Bahrain-1,Bahrain,AS,2010,0,0,1,BHR
Bahrain-1,Bahrain,AS,2011,0,0,1,BHR
Bahrain-1,Bahrain,AS,2012,0,0,1,BHR
Bahrain-1,Bahrain,AS,2013,0,0,1,BHR
Bahrain-1,Bahrain,AS,2014,0,0,1,BHR
Bahrain-1,Bahrain,AS,2015,0,0,1,BHR
Bahrain-1,Bahrain,AS,2016,0,0,1,BHR
Bahrain-1,Bahrain,AS,2017,0,0,1,BHR
Bahrain-1,Bahrain,AS,2018,0,0,1,BHR
Bahrain-1,Bahrain,AS,2019,0,0,1,BHR
Bahrain-2,Bahrain,AS,2010,0,0,2,BHR
Bahrain-2,Bahrain,AS,2011,0,0,2,BHR
Bahrain-2,Bahrain,AS,2012,0,0,2,BHR
Bahrain-2,Bahrain,AS,2013,0,0,2,BHR
Bahrain-2,Bahrain,AS,2014,0,0,2,BHR
Bahrain-2,Bahrain,AS,2015,0,0,2,BHR
Bahrain-2,Bahrain,AS,2016,0,0,2,BHR
Bahrain-2,Bahrain,AS,2017,0,0,2,BHR
Bahrain-2,Bahrain,AS,2018,0,0,2,BHR
Bahrain-2,Bahrain,AS,2019,0,0,2,BHR
Bahrain-3,Bahrain,AS,2010,0,0,3,BHR
Bahrain-3,Bahrain,AS,2011,0,0,3,BHR
Bahrain-3,Bahrain,AS,2012,0,0,3,BHR
Bahrain-3,Bahrain,AS,2013,0,0,3,BHR
Bahrain-3,Bahrain,AS,2014,0,0,3,BHR
Bahrain-3,Bahrain,AS,2015,0,0,3,BHR
Bahrain-3,Bahrain,AS,2016,0,0,3,BHR
Bahrain-3,Bahrain,AS,2017,0,0,3,BHR
Bahrain-3,Bahrain,AS,2018,0,0,3,BHR
Bahrain-3,Bahrain,AS,2019,0,0,3,BHR
Bangladesh-1,Bangladesh,AS,2010,0,0,1,BGD
Bangladesh-1,Bangladesh,AS,2011,0,0,1,BGD
Bangladesh-1,Bangladesh,AS,2012,0,0,1,BGD
Bangladesh-1,Bangladesh,AS,2013,0,0,1,BGD
Bangladesh-1,Bangladesh,AS,2014,0,0,1,BGD
Bangladesh-1,Bangladesh,AS,2015,0,0,1,BGD
Bangladesh-1,Bangladesh,AS,2016,0,0,1,BGD
Bangladesh-1,Bangladesh,AS,2017,0,0,1,BGD
Bangladesh-1,Bangladesh,AS,2018,0,0,1,BGD
Bangladesh-1,Bangladesh,AS,2019,0,0,1,BGD
Bangladesh-2,Bangladesh,AS,2010,0,0,2,BGD
Bangladesh-2,Bangladesh,AS,2011,0,0,2,BGD
Bangladesh-2,Bangladesh,AS,2012,0,0,2,BGD
Bangladesh-2,Bangladesh,AS,2013,0,0,2,BGD
Bangladesh-2,Bangladesh,AS,2014,0,0,2,BGD
Bangladesh-2,Bangladesh,AS,2015,0,0,2,BGD
Bangladesh-2,Bangladesh,AS,2016,0,0,2,BGD
Bangladesh-2,Bangladesh,AS,2017,0,0,2,BGD
Bangladesh-2,Bangladesh,AS,2018,0,0,2,BGD
Bangladesh-2,Bangladesh,AS,2019,0,0,2,BGD
Bangladesh-3,Bangladesh,AS,2010,0,0,3,BGD
Bangladesh-3,Bangladesh,AS,2011,0,0,3,BGD
Bangladesh-3,Bangladesh,AS,2012,0,0,3,BGD
Bangladesh-3,Bangladesh,AS,2013,0,0,3,BGD
Bangladesh-3,Bangladesh,AS,2014,0,0,3,BGD
Bangladesh-3,Bangladesh,AS,2015,0,0,3,BGD
Bangladesh-3,Bangladesh,AS,2016,0,0,3,BGD
Bangladesh-3,Bangladesh,AS,2017,0,0,3,BGD
Bangladesh-3,Bangladesh,AS,2018,0,0,3,BGD
Bangladesh-3,Bangladesh,AS,2019,0,0,3,BGD
Bhutan-1,Bhutan,AS,2010,0,0,1,BTN
Bhutan-1,Bhutan,AS,2011,0,0,1,BTN
Bhutan-1,Bhutan,AS,2012,0,0,1,BTN
Bhutan-1,Bhutan,AS,2013,0,0,1,BTN
Bhutan-1,Bhutan,AS,2014,0,0,1,BTN
Bhutan-1,Bhutan,AS,2015,0,0,1,BTN
Bhutan-1,Bhutan,AS,2016,0,0,1,BTN
Bhutan-1,Bhutan,AS,2017,0,0,1,BTN
Bhutan-1,Bhutan,AS,2018,0,0,1,BTN
Bhutan-1,Bhutan,AS,2019,0,0,1,BTN
Bhutan-2,Bhutan,AS,2010,0,0,2,BTN
Bhutan-2,Bhutan,AS,2011,0,0,2,BTN
Bhutan-2,Bhutan,AS,2012,0,0,2,BTN
Bhutan-2,Bhutan,AS,2013,0,0,2,BTN
Bhutan-2,Bhutan,AS,2014,0,0,2,BTN
Bhutan-2,Bhutan,AS,2015,0,0,2,BTN
Bhutan-2,Bhutan,AS,2016,0,0,2,BTN
Bhutan-2,Bhutan,AS,2017,0,0,2,BTN
Bhutan-2,Bhutan,AS,2018,0,0,2,BTN
Bhutan-2,Bhutan,AS,2019,0,0,2,BTN
Bhutan-3,Bhutan,AS,2010,0,0,3,BTN
Bhutan-3,Bhutan,AS,2011,0,0,3,BTN
Bhutan-3,Bhutan,AS,2012,0,0,3,BTN
Bhutan-3,Bhutan,AS,2013,0,0,3,BTN
Bhutan-3,Bhutan,AS,2014,0,0,3,BTN
Bhutan-3,Bhutan,AS,2015,0,0,3,BTN
Bhutan-3,Bhutan,AS,2016,0,0,3,BTN
Bhutan-3,Bhutan,AS,2017,0,0,3,BTN
Bhutan-3,Bhutan,AS,2018,0,0,3,BTN
Bhutan-3,Bhutan,AS,2019,0,0,3,BTN
British Indian Ocean Territory-1,British Indian Ocean Territory,AS,2010,0,0,1,IOT
British Indian Ocean Territory-1,British Indian Ocean Territory,AS,2011,0,0,1,IOT
British Indian Ocean Territory-1,British Indian Ocean Territory,AS,2012,0,0,1,IOT
British Indian Ocean Territory-1,British Indian Ocean Territory,AS,2013,0,0,1,IOT
British Indian Ocean Territory-1,British Indian Ocean Territory,AS,2014,0,0,1,IOT
British Indian Ocean Territory-1,British Indian Ocean Territory,AS,2015,0,0,1,IOT
British Indian Ocean Territory-1,British Indian Ocean Territory,AS,2016,0,0,1,IOT
British Indian Ocean Territory-1,British Indian Ocean Territory,AS,2017,0,0,1,IOT
British Indian Ocean Territory-1,British Indian Ocean Territory,AS,2018,0,0,1,IOT
British Indian Ocean Territory-1,British Indian Ocean Territory,AS,2019,0,0,1,IOT
British Indian Ocean Territory-2,British Indian Ocean Territory,AS,2010,0,0,2,IOT
British Indian Ocean Territory-2,British Indian Ocean Territory,AS,2011,0,0,2,IOT
British Indian Ocean Territory-2,British Indian Ocean Territory,AS,2012,0,0,2,IOT
British Indian Ocean Territory-2,British Indian Ocean Territory,AS,2013,0,0,2,IOT
British Indian Ocean Territory-2,British Indian Ocean Territory,AS,2014,0,0,2,IOT
British Indian Ocean Territory-2,British Indian Ocean Territory,AS,2015,0,0,2,IOT
British Indian Ocean Territory-2,British Indian Ocean Territory,AS,2016,0,0,2,IOT
British Indian Ocean Territory-2,British Indian Ocean Territory,AS,2017,0,0,2,IOT
British Indian Ocean Territory-2,British Indian Ocean Territory,AS,2018,0,0,2,IOT
British Indian Ocean Territory-2,British Indian Ocean Territory,AS,2019,0,0,2,IOT
British Indian Ocean Territory-3,British Indian Ocean Territory,AS,2010,0,0,3,IOT
British Indian Ocean Territory-3,British Indian Ocean Territory,AS,2011,0,0,3,IOT
British Indian Ocean Territory-3,British Indian Ocean Territory,AS,2012,0,0,3,IOT
British Indian Ocean Territory-3,British Indian Ocean Territory,AS,2013,0,0,3,IOT
British Indian Ocean Territory-3,British Indian Ocean Territory,AS,2014,0,0,3,IOT
British Indian Ocean Territory-3,British Indian Ocean Territory,AS,2015,0,0,3,IOT
British Indian Ocean Territory-3,British Indian Ocean Territory,AS,2016,0,0,3,IOT
British Indian Ocean Territory-3,British Indian Ocean Territory,AS,2017,0,0,3,IOT
British Indian Ocean Territory-3,British Indian Ocean Territory,AS,2018,0,0,3,IOT
British Indian Ocean Territory-3,British Indian Ocean Territory,AS,2019,0,0,3,IOT
Brunei Darussalam-1,Brunei Darussalam,AS,2010,0,0,1,BRN
Brunei Darussalam-1,Brunei Darussalam,AS,2011,0,0,1,BRN
Brunei Darussalam-1,Brunei Darussalam,AS,2012,0,0,1,BRN
Brunei Darussalam-1,Brunei Darussalam,AS,2013,0,0,1,BRN
Brunei Darussalam-1,Brunei Darussalam,AS,2014,0,0,1,BRN
Brunei Darussalam-1,Brunei Darussalam,AS,2015,0,0,1,BRN
Brunei Darussalam-1,Brunei Darussalam,AS,2016,0,0,1,BRN
Brunei Darussalam-1,Brunei Darussalam,AS,2017,0,0,1,BRN
Brunei Darussalam-1,Brunei Darussalam,AS,2018,0,0,1,BRN
Brunei Darussalam-1,Brunei Darussalam,AS,2019,0,0,1,BRN
Brunei Darussalam-2,Brunei Darussalam,AS,2010,0,0,2,BRN
Brunei Darussalam-2,Brunei Darussalam,AS,2011,0,0,2,BRN
Brunei Darussalam-2,Brunei Darussalam,AS,2012,0,0,2,BRN
Brunei Darussalam-2,Brunei Darussalam,AS,2013,0,0,2,BRN
Brunei Darussalam-2,Brunei Darussalam,AS,2014,0,0,2,BRN
Brunei Darussalam-2,Brunei Darussalam,AS,2015,0,0,2,BRN
Brunei Darussalam-2,Brunei Darussalam,AS,2016,0,0,2,BRN
Brunei Darussalam-2,Brunei Darussalam,AS,2017,0,0,2,BRN
Brunei Darussalam-2,Brunei Darussalam,AS,2018,0,0,2,BRN
Brunei Darussalam-2,Brunei Darussalam,AS,2019,0,0,2,BRN
Brunei Darussalam-3,Brunei Darussalam,AS,2010,0,0,3,BRN
Brunei Darussalam-3,Brunei Darussalam,AS,2011,0,0,3,BRN
Brunei Darussalam-3,Brunei Darussalam,AS,2012,0,0,3,BRN
Brunei Darussalam-3,Brunei Darussalam,AS,2013,0,0,3,BRN
Brunei Darussalam-3,Brunei Darussalam,AS,2014,0,0,3,BRN
Brunei Darussalam-3,Brunei Darussalam,AS,2015,0,0,3,BRN
Brunei Darussalam-3,Brunei Darussalam,AS,2016,0,0,3,BRN
Brunei Darussalam-3,Brunei Darussalam,AS,2017,0,0,3,BRN
Brunei Darussalam-3,Brunei Darussalam,AS,2018,0,0,3,BRN
Brunei Darussalam-3,Brunei Darussalam,AS,2019,0,0,3,BRN
Cambodia-1,Cambodia,AS,2010,0,0,1,KHM
Cambodia-1,Cambodia,AS,2011,0,0,1,KHM
Cambodia-1,Cambodia,AS,2012,0,0,1,KHM
Cambodia-1,Cambodia,AS,2013,0,0,1,KHM
Cambodia-1,Cambodia,AS,2014,0,0,1,KHM
Cambodia-1,Cambodia,AS,2015,0,0,1,KHM
Cambodia-1,Cambodia,AS,2016,0,0,1,KHM
Cambodia-1,Cambodia,AS,2017,0,0,1,KHM
Cambodia-1,Cambodia,AS,2018,0,0,1,KHM
Cambodia-1,Cambodia,AS,2019,0,0,1,KHM
Cambodia-2,Cambodia,AS,2010,0,0,2,KHM
Cambodia-2,Cambodia,AS,2011,0,0,2,KHM
Cambodia-2,Cambodia,AS,2012,0,0,2,KHM
Cambodia-2,Cambodia,AS,2013,0,0,2,KHM
Cambodia-2,Cambodia,AS,2014,0,0,2,KHM
Cambodia-2,Cambodia,AS,2015,0,0,2,KHM
Cambodia-2,Cambodia,AS,2016,0,0,2,KHM
Cambodia-2,Cambodia,AS,2017,0,0,2,KHM
Cambodia-2,Cambodia,AS,2018,0,0,2,KHM
Cambodia-2,Cambodia,AS,2019,0,0,2,KHM
Cambodia-3,Cambodia,AS,2010,0,0,3,KHM
Cambodia-3,Cambodia,AS,2011,0,0,3,KHM
Cambodia-3,Cambodia,AS,2012,0,0,3,KHM
Cambodia-3,Cambodia,AS,2013,0,0,3,KHM
Cambodia-3,Cambodia,AS,2014,0,0,3,KHM
Cambodia-3,Cambodia,AS,2015,0,0,3,KHM
Cambodia-3,Cambodia,AS,2016,0,0,3,KHM
Cambodia-3,Cambodia,AS,2017,0,0,3,KHM
Cambodia-3,Cambodia,AS,2018,0,0,3,KHM
Cambodia-3,Cambodia,AS,2019,0,0,3,KHM
China-1,China,AS,2010,0,0,1,CHN
China-1,China,AS,2011,0,0,1,CHN
China-1,China,AS,2012,410.5,2,1,CHN
China-1,China,AS,2013,1430.0,1,1,CHN
China-1,China,AS,2014,853.0,1,1,CHN
China-1,China,AS,2015,786.6,5,1,CHN
China-1,China,AS,2016,1008.75,4,1,CHN
China-1,China,AS,2017,755.5,2,1,CHN
China-1,China,AS,2018,0,0,1,CHN
China-1,China,AS,2019,0,0,1,CHN
China-2,China,AS,2010,1187.6666666666667,3,2,CHN
China-2,China,AS,2011,1126.6666666666667,3,2,CHN
China-2,China,AS,2012,1308.2,5,2,CHN
China-2,China,AS,2013,1440.6666666666667,3,2,CHN
China-2,China,AS,2014,1187.0,1,2,CHN
China-2,China,AS,2015,806.4,5,2,CHN
China-2,China,AS,2016,1095.0,2,2,CHN
China-2,China,AS,2017,590.75,4,2,CHN
China-2,China,AS,2018,210.0,1,2,CHN
China-2,China,AS,2019,0,0,2,CHN
China-3,China,AS,2010,2725.0,2,3,CHN
China-3,China,AS,2011,1390.0,3,3,CHN
China-3,China,AS,2012,2296.0,2,3,CHN
China-3,China,AS,2013,1551.0,2,3,CHN
China-3,China,AS,2014,1496.0,2,3,CHN
China-3,China,AS,2015,580.0,1,3,CHN
China-3,China,AS,2016,0,0,3,CHN
China-3,China,AS,2017,365.0,1,3,CHN
China-3,China,AS,2018,433.0,1,3,CHN
China-3,China,AS,2019,0,0,3,CHN
Christmas Island-1,Christmas Island,AS,2010,0,0,1,CXR
Christmas Island-1,Christmas Island,AS,2011,0,0,1,CXR
Christmas Island-1,Christmas Island,AS,2012,0,0,1,CXR
Christmas Island-1,Christmas Island,AS,2013,0,0,1,CXR
Christmas Island-1,Christmas Island,AS,2014,0,0,1,CXR
Christmas Island-1,Christmas Island,AS,2015,0,0,1,CXR
Christmas Island-1,Christmas Island,AS,2016,0,0,1,CXR
Christmas Island-1,Christmas Island,AS,2017,0,0,1,CXR
Christmas Island-1,Christmas Island,AS,2018,0,0,1,CXR
Christmas Island-1,Christmas Island,AS,2019,0,0,1,CXR
Christmas Island-2,Christmas Island,AS,2010,0,0,2,CXR
Christmas Island-2,Christmas Island,AS,2011,0,0,2,CXR
Christmas Island-2,Christmas Island,AS,2012,0,0,2,CXR
Christmas Island-2,Christmas Island,AS,2013,0,0,2,CXR
Christmas Island-2,Christmas Island,AS,2014,0,0,2,CXR
Christmas Island-2,Christmas Island,AS,2015,0,0,2,CXR
Christmas Island-2,Christmas Island,AS,2016,0,0,2,CXR
Christmas Island-2,Christmas Island,AS,2017,0,0,2,CXR
Christmas Island-2,Christmas Island,AS,2018,0,0,2,CXR
Christmas Island-2,Christmas Island,AS,2019,0,0,2,CXR
Christmas Island-3,Christmas Island,AS,2010,0,0,3,CXR
Christmas Island-3,Christmas Island,AS,2011,0,0,3,CXR
Christmas Island-3,Christmas Island,AS,2012,0,0,3,CXR
Christmas Island-3,Christmas Island,AS,2013,0,0,3,CXR
Christmas Island-3,Christmas Island,AS,2014,0,0,3,CXR
Christmas Island-3,Christmas Island,AS,2015,0,0,3,CXR
Christmas Island-3,Christmas Island,AS,2016,0,0,3,CXR
Christmas Island-3,Christmas Island,AS,2017,0,0,3,CXR
Christmas Island-3,Christmas Island,AS,2018,0,0,3,CXR
Christmas Island-3,Christmas Island,AS,2019,0,0,3,CXR
Cocos (Keeling) Islands-1,Cocos (Keeling) Islands,AS,2010,0,0,1,CCK
Cocos (Keeling) Islands-1,Cocos (Keeling) Islands,AS,2011,0,0,1,CCK
Cocos (Keeling) Islands-1,Cocos (Keeling) Islands,AS,2012,0,0,1,CCK
Cocos (Keeling) Islands-1,Cocos (Keeling) Islands,AS,2013,0,0,1,CCK
Cocos (Keeling) Islands-1,Cocos (Keeling) Islands,AS,2014,0,0,1,CCK
Cocos (Keeling) Islands-1,Cocos (Keeling) Islands,AS,2015,0,0,1,CCK
Cocos (Keeling) Islands-1,Cocos (Keeling) Islands,AS,2016,0,0,1,CCK
Cocos (Keeling) Islands-1,Cocos (Keeling) Islands,AS,2017,0,0,1,CCK
Cocos (Keeling) Islands-1,Cocos (Keeling) Islands,AS,2018,0,0,1,CCK
Cocos (Keeling) Islands-1,Cocos (Keeling) Islands,AS,2019,0,0,1,CCK
Cocos (Keeling) Islands-2,Cocos (Keeling) Islands,AS,2010,0,0,2,CCK
Cocos (Keeling) Islands-2,Cocos (Keeling) Islands,AS,2011,0,0,2,CCK
Cocos (Keeling) Islands-2,Cocos (Keeling) Islands,AS,2012,0,0,2,CCK
Cocos (Keeling) Islands-2,Cocos (Keeling) Islands,AS,2013,0,0,2,CCK
Cocos (Keeling) Islands-2,Cocos (Keeling) Islands,AS,2014,0,0,2,CCK
Cocos (Keeling) Islands-2,Cocos (Keeling) Islands,AS,2015,0,0,2,CCK
Cocos (Keeling) Islands-2,Cocos (Keeling) Islands,AS,2016,0,0,2,CCK
Cocos (Keeling) Islands-2,Cocos (Keeling) Islands,AS,2017,0,0,2,CCK
Cocos (Keeling) Islands-2,Cocos (Keeling) Islands,AS,2018,0,0,2,CCK
Cocos (Keeling) Islands-2,Cocos (Keeling) Islands,AS,2019,0,0,2,CCK
Cocos (Keeling) Islands-3,Cocos (Keeling) Islands,AS,2010,0,0,3,CCK
Cocos (Keeling) Islands-3,Cocos (Keeling) Islands,AS,2011,0,0,3,CCK
Cocos (Keeling) Islands-3,Cocos (Keeling) Islands,AS,2012,0,0,3,CCK
Cocos (Keeling) Islands-3,Cocos (Keeling) Islands,AS,2013,0,0,3,CCK
Cocos (Keeling) Islands-3,Cocos (Keeling) Islands,AS,2014,0,0,3,CCK
Cocos (Keeling) Islands-3,Cocos (Keeling) Islands,AS,2015,0,0,3,CCK
Cocos (Keeling) Islands-3,Cocos (Keeling) Islands,AS,2016,0,0,3,CCK
Cocos (Keeling) Islands-3,Cocos (Keeling) Islands,AS,2017,0,0,3,CCK
Cocos (Keeling) Islands-3,Cocos (Keeling) Islands,AS,2018,0,0,3,CCK
Cocos (Keeling) Islands-3,Cocos (Keeling) Islands,AS,2019,0,0,3,CCK
Cyprus-1,Cyprus,AS,2010,0,0,1,CYP
Cyprus-1,Cyprus,AS,2011,0,0,1,CYP
Cyprus-1,Cyprus,AS,2012,0,0,1,CYP
Cyprus-1,Cyprus,AS,2013,0,0,1,CYP
Cyprus-1,Cyprus,AS,2014,0,0,1,CYP
Cyprus-1,Cyprus,AS,2015,0,0,1,CYP
Cyprus-1,Cyprus,AS,2016,0,0,1,CYP
Cyprus-1,Cyprus,AS,2017,0,0,1,CYP
Cyprus-1,Cyprus,AS,2018,0,0,1,CYP
Cyprus-1,Cyprus,AS,2019,0,0,1,CYP
Cyprus-2,Cyprus,AS,2010,0,0,2,CYP
Cyprus-2,Cyprus,AS,2011,0,0,2,CYP
Cyprus-2,Cyprus,AS,2012,0,0,2,CYP
Cyprus-2,Cyprus,AS,2013,0,0,2,CYP
Cyprus-2,Cyprus,AS,2014,0,0,2,CYP
Cyprus-2,Cyprus,AS,2015,0,0,2,CYP
Cyprus-2,Cyprus,AS,2016,0,0,2,CYP
Cyprus-2,Cyprus,AS,2017,0,0,2,CYP
Cyprus-2,Cyprus,AS,2018,0,0,2,CYP
Cyprus-2,Cyprus,AS,2019,0,0,2,CYP
Cyprus-3,Cyprus,AS,2010,0,0,3,CYP
Cyprus-3,Cyprus,AS,2011,0,0,3,CYP
Cyprus-3,Cyprus,AS,2012,0,0,3,CYP
Cyprus-3,Cyprus,AS,2013,0,0,3,CYP
Cyprus-3,Cyprus,AS,2014,0,0,3,CYP
Cyprus-3,Cyprus,AS,2015,0,0,3,CYP
Cyprus-3,Cyprus,AS,2016,0,0,3,CYP
Cyprus-3,Cyprus,AS,2017,0,0,3,CYP
Cyprus-3,Cyprus,AS,2018,0,0,3,CYP
Cyprus-3,Cyprus,AS,2019,0,0,3,CYP
Georgia-1,Georgia,AS,2010,0,0,1,GEO
Georgia-1,Georgia,AS,2011,0,0,1,GEO
Georgia-1,Georgia,AS,2012,0,0,1,GEO
Georgia-1,Georgia,AS,2013,0,0,1,GEO
Georgia-1,Georgia,AS,2014,0,0,1,GEO
Georgia-1,Georgia,AS,2015,0,0,1,GEO
Georgia-1,Georgia,AS,2016,0,0,1,GEO
Georgia-1,Georgia,AS,2017,0,0,1,GEO
Georgia-1,Georgia,AS,2018,0,0,1,GEO
Georgia-1,Georgia,AS,2019,0,0,1,GEO
Georgia-2,Georgia,AS,2010,0,0,2,GEO
Georgia-2,Georgia,AS,2011,0,0,2,GEO
Georgia-2,Georgia,AS,2012,0,0,2,GEO
Georgia-2,Georgia,AS,2013,0,0,2,GEO
Georgia-2,Georgia,AS,2014,0,0,2,GEO
Georgia-2,Georgia,AS,2015,0,0,2,GEO
Georgia-2,Georgia,AS,2016,0,0,2,GEO
Georgia-2,Georgia,AS,2017,0,0,2,GEO
Georgia-2,Georgia,AS,2018,0,0,2,GEO
Georgia-2,Georgia,AS,2019,0,0,2,GEO
Georgia-3,Georgia,AS,2010,0,0,3,GEO
Georgia-3,Georgia,AS,2011,0,0,3,GEO
Georgia-3,Georgia,AS,2012,0,0,3,GEO
Georgia-3,Georgia,AS,2013,0,0,3,GEO
Georgia-3,Georgia,AS,2014,0,0,3,GEO
Georgia-3,Georgia,AS,2015,0,0,3,GEO
Georgia-3,Georgia,AS,2016,0,0,3,GEO
Georgia-3,Georgia,AS,2017,0,0,3,GEO
Georgia-3,Georgia,AS,2018,0,0,3,GEO
Georgia-3,Georgia,AS,2019,0,0,3,GEO
Hong Kong-1,Hong Kong,AS,2010,0,0,1,HKG
Hong Kong-1,Hong Kong,AS,2011,0,0,1,HKG
Hong Kong-1,Hong Kong,AS,2012,0,0,1,HKG
Hong Kong-1,Hong Kong,AS,2013,0,0,1,HKG
Hong Kong-1,Hong Kong,AS,2014,1505.0,1,1,HKG
Hong Kong-1,Hong Kong,AS,2015,0,0,1,HKG
Hong Kong-1,Hong Kong,AS,2016,0,0,1,HKG
